job_id,label,node,wall_clock_s,peak_cpu_percent,avg_cpu_percent,peak_mem_used_kb,exit_status,timestamp
267,charliecloud_osu,slurm-worker-node-01,1723.087,36,25,554164,0,2026-03-12T12:32:37+01:00
267,charliecloud_osu,slurm-worker-node-02,1723.087,46,24,548956,0,2026-03-12T12:32:37+01:00
