job_id,label,node,wall_clock_s,peak_cpu_percent,avg_cpu_percent,peak_mem_used_kb,exit_status,timestamp
329,slurm_ior,slurm-worker-node-01,472.951,100,41,580544,0,2026-03-16T15:39:36+01:00
329,slurm_ior,slurm-worker-node-02,472.951,100,30,576536,0,2026-03-16T15:39:36+01:00
