job_id,label,node,wall_clock_s,peak_cpu_percent,avg_cpu_percent,peak_mem_used_kb,exit_status,timestamp
326,charliecloud_ior,slurm-worker-node-01,524.765,100,35,573692,0,2026-03-16T15:09:31+01:00
326,charliecloud_ior,slurm-worker-node-02,524.765,100,33,577844,0,2026-03-16T15:09:31+01:00
