job_id,label,node,wall_clock_s,peak_cpu_percent,avg_cpu_percent,peak_mem_used_kb,exit_status,timestamp
247,apptainer_osu,slurm-worker-node-01,1726.518,78,32,546248,0,2026-03-10T14:03:20+01:00
247,apptainer_osu,slurm-worker-node-02,1726.518,80,32,514824,0,2026-03-10T14:03:20+01:00
