job_id,label,node,wall_clock_s,peak_cpu_percent,avg_cpu_percent,peak_mem_used_kb,exit_status,timestamp
327,apptainer_ior,slurm-worker-node-01,460.443,100,41,654672,0,2026-03-16T15:18:39+01:00
327,apptainer_ior,slurm-worker-node-02,460.443,100,32,643320,0,2026-03-16T15:18:39+01:00
