job_id,label,node,wall_clock_s,peak_cpu_percent,avg_cpu_percent,peak_mem_used_kb,exit_status,timestamp
284,podman_osu,slurm-worker-node-01,1732.485,39,25,586724,0,2026-03-13T14:44:21+01:00
284,podman_osu,slurm-worker-node-02,1732.485,38,24,578232,0,2026-03-13T14:44:21+01:00
