JobID,JobName,Elapsed,CPUTime,AveCPU,MinCPU,MaxRSS,MaxVMSize,AveRSS,AveVMSize,TotalCPU,UserCPU,SystemCPU,NNodes,NCPUS,ExitCode
207,osu_benchmarks,00:58:33,01:57:06,,,,,,,00:00:00,00:00:00,00:00:00,2,2,0:0
207.batch,batch,00:58:33,00:58:33,,,,,,,00:00:00,00:00:00,00:00:00,1,1,0:0
207.0,orted,00:12:05,00:12:05,,,,,,,00:00:00,00:00:00,00:00:00,1,1,0:0
207.1,orted,00:15:55,00:15:55,,,,,,,00:00:00,00:00:00,00:00:00,1,1,0:0
207.2,orted,00:29:10,00:29:10,,,,,,,00:00:00,00:00:00,00:00:00,1,1,0:0
207.3,orted,00:00:23,00:00:23,,,,,,,00:00:00,00:00:00,00:00:00,1,1,0:0
