timestamp_ms,epoch_s,cpu_percent,mem_used_kb,mem_available_kb,mem_total_kb
1773484700407,1773484700,1,437600,7690224,8127824
1773484701457,1773484701,25,434896,7692928,8127824
1773484702524,1773484702,25,442052,7685772,8127824
1773484703550,1773484703,26,442556,7685268,8127824
1773484704586,1773484704,25,443060,7684764,8127824
1773484705659,1773484705,27,443052,7684772,8127824
1773484706697,1773484706,27,443556,7684268,8127824
1773484707719,1773484707,26,444060,7683764,8127824
1773484708775,1773484708,27,444812,7683012,8127824
1773484709845,1773484709,27,445064,7682760,8127824
1773484710889,1773484710,26,445568,7682256,8127824
1773484711961,1773484711,25,445812,7682012,8127824
1773484712982,1773484712,27,446316,7681508,8127824
1773484714055,1773484714,27,446820,7681004,8127824
1773484715076,1773484715,25,447324,7680500,8127824
1773484716097,1773484716,25,447568,7680256,8127824
1773484717119,1773484717,25,448320,7679504,8127824
1773484718198,1773484718,26,448824,7679000,8127824
1773484719222,1773484719,25,451396,7676428,8127824
1773484720243,1773484720,26,452996,7674828,8127824
1773484721311,1773484721,25,459244,7668580,8127824
1773484722343,1773484722,26,463244,7664580,8127824
1773484723391,1773484723,25,463064,7664760,8127824
1773484724417,1773484724,25,460900,7666924,8127824
1773484725478,1773484725,26,454188,7673636,8127824
1773484726501,1773484726,26,459824,7668000,8127824
1773484727529,1773484727,26,452368,7675456,8127824
1773484728561,1773484728,25,458248,7669576,8127824
1773484729597,1773484729,26,464128,7663696,8127824
1773484730688,1773484730,25,456976,7670848,8127824
1773484731793,1773484731,26,461428,7666396,8127824
1773484732837,1773484732,26,462312,7665512,8127824
1773484733869,1773484733,25,460012,7667812,8127824
1773484734933,1773484734,27,463652,7664172,8127824
1773484735954,1773484735,25,460704,7667120,8127824
1773484736989,1773484736,26,461432,7666392,8127824
1773484738012,1773484738,25,458484,7669340,8127824
1773484739055,1773484739,27,455496,7672328,8127824
1773484740084,1773484740,26,467124,7660700,8127824
1773484741126,1773484741,26,455568,7672256,8127824
1773484742168,1773484742,26,467888,7659936,8127824
1773484743193,1773484743,26,468308,7659516,8127824
1773484744238,1773484744,26,467680,7660144,8127824
1773484745297,1773484745,25,463816,7664008,8127824
1773484746329,1773484746,25,457260,7670564,8127824
1773484747352,1773484747,24,457564,7670260,8127824
1773484748403,1773484748,26,458648,7669176,8127824
1773484749432,1773484749,25,459620,7668204,8127824
1773484750470,1773484750,25,462352,7665472,8127824
1773484751511,1773484751,25,468160,7659664,8127824
